,Date,Bitcoin,Ethereum,Bitcoin log returns,Ethereum log returns,BTC_lag,ETH_lag
49,2016-05-05,448.1,9.79,0.005146000840328568,0.03428907347863186,-0.010043606355757184,0.012766130823036015
50,2016-05-06,459.6,9.35,0.02534012418250331,-0.045985113241823417,0.005146000840328568,0.03428907347863186
51,2016-05-07,458.5,9.35,-0.0023962542780813223,0.0,0.02534012418250331,-0.045985113241823417
52,2016-05-08,457.9,9.5,-0.0013094720334692056,0.015915455305899773,-0.0023962542780813223,0.0
53,2016-05-09,460.4,9.32,0.005444857184677687,-0.01912916990899527,-0.0013094720334692056,0.015915455305899773
54,2016-05-10,449.4,9.38,-0.024182317096498984,0.006417134320633178,0.005444857184677687,-0.01912916990899527
55,2016-05-11,452.5,9.89,0.006874403388752448,0.052944382616487484,-0.024182317096498984,0.006417134320633178
56,2016-05-12,454.4,10.04,0.004190104266960759,0.015052968628962216,0.006874403388752448,0.052944382616487484
57,2016-05-13,455.4,10.6,0.0021982862226970212,0.054276886854438544,0.004190104266960759,0.015052968628962216
58,2016-05-14,456.4,10.16,0.002193464358281716,-0.04239555896768543,0.0021982862226970212,0.054276886854438544
59,2016-05-15,458.1,9.97,0.0037178829047759265,-0.018877858176589157,0.002193464358281716,-0.04239555896768543
60,2016-05-16,454.9,11.09,-0.0070098863167382675,0.10646321738852871,0.0037178829047759265,-0.018877858176589157
61,2016-05-17,453.3,12.08,-0.003523456629154431,0.0855073911443931,-0.0070098863167382675,0.10646321738852871
62,2016-05-18,454.2,13.35,0.0019834717246540734,0.09996519233958967,-0.003523456629154431,0.0855073911443931
63,2016-05-19,442.7,14.58,-0.02564528993336257,0.08813434173425394,0.0019834717246540734,0.09996519233958967
64,2016-05-20,442.1,13.79,-0.0013562389058980884,-0.0557070347753017,-0.02564528993336257,0.08813434173425394
65,2016-05-21,443.6,14.0,0.003387154644014956,0.01511363781004782,-0.0013562389058980884,-0.0557070347753017
66,2016-05-22,439.6,14.21,-0.00905803294674623,0.014888612493750841,0.003387154644014956,0.01511363781004782
67,2016-05-23,443.7,13.42,0.009283435855397926,-0.05719981056547363,-0.00905803294674623,0.014888612493750841
68,2016-05-24,446.1,12.73,0.005394483749355139,-0.052784718974220546,0.009283435855397926,-0.05719981056547363
69,2016-05-25,449.8,12.49,0.008259897390995974,-0.019033088431828826,0.005394483749355139,-0.052784718974220546
70,2016-05-26,453.3,12.48,0.007751118421588821,-0.0008009611962047636,0.008259897390995974,-0.019033088431828826
71,2016-05-27,474.0,11.12,0.044653163748272995,-0.11538207411884516,0.007751118421588821,-0.0008009611962047636
72,2016-05-28,524.2,11.98,0.1006659691942291,0.07449330386486697,0.044653163748272995,-0.11538207411884516
73,2016-05-29,516.0,12.41,-0.01576652540774326,0.035264006529212466,0.1006659691942291,0.07449330386486697
74,2016-05-30,532.3,12.72,0.031100474697148606,0.024672958695460157,-0.01576652540774326,0.035264006529212466
75,2016-05-31,528.9,14.01,-0.006407862106777351,0.09659580243693977,0.031100474697148606,0.024672958695460157
76,2016-06-01,537.4,13.85,0.01594331810945704,-0.011486127715568006,-0.006407862106777351,0.09659580243693977
77,2016-06-02,537.1,13.8,-0.0005583992699769169,-0.0036166404701885035,0.01594331810945704,-0.011486127715568006
78,2016-06-03,567.0,13.84,0.05417500681633758,0.0028943580263645075,-0.0005583992699769169,-0.0036166404701885035
79,2016-06-04,572.0,13.81,0.008779687652046064,-0.002169982768323031,0.05417500681633758,0.0028943580263645075
80,2016-06-05,574.9,13.95,0.0050571212494476825,0.010086540846173886,0.008779687652046064,-0.002169982768323031
81,2016-06-06,583.6,14.03,0.015019704019385571,0.005718385846995133,0.0050571212494476825,0.010086540846173886
82,2016-06-07,575.6,14.5,-0.01380284163541834,0.032950755312159075,0.015019704019385571,0.005718385846995133
83,2016-06-08,580.5,14.49,0.008476826124733883,-0.0006898930939378545,-0.01380284163541834,0.032950755312159075
84,2016-06-09,574.7,14.45,-0.010041635624250311,-0.002764341774149859,0.008476826124733883,-0.0006898930939378545
85,2016-06-10,577.9,13.97,0.005552677810036322,-0.033782241289570525,-0.010041635624250311,-0.002764341774149859
86,2016-06-11,591.6,14.15,0.023429887512912195,0.012802450820376343,0.005552677810036322,-0.033782241289570525
87,2016-06-12,666.5,15.8,0.11920940878211894,0.11029531594367414,0.023429887512912195,0.012802450820376343
88,2016-06-13,700.1,17.73,0.04918304236438864,0.1152481800531957,0.11920940878211894,0.11029531594367414
89,2016-06-14,685.1,18.73,-0.021658368974298625,0.05486839636988039,0.04918304236438864,0.1152481800531957
90,2016-06-15,690.8,18.45,0.008285533263669542,-0.015062145969460872,-0.021658368974298625,0.05486839636988039
91,2016-06-16,761.2,20.7,0.0970457891494716,0.11506932978478712,0.008285533263669542,-0.015062145969460872
92,2016-06-17,743.9,15.61,-0.022989518224699523,-0.28222196574398284,0.0970457891494716,0.11506932978478712
93,2016-06-18,753.8,11.41,0.013220463635740032,-0.3134215706533561,-0.022989518224699523,-0.28222196574398284
94,2016-06-19,761.0,12.43,0.0095062770286507,0.08562274164863526,0.013220463635740032,-0.3134215706533561
95,2016-06-20,734.0,11.9,-0.036124329247170905,-0.043574505405135966,0.0095062770286507,0.08562274164863526
96,2016-06-21,667.4,12.94,-0.09511946229724177,0.08378488895527081,-0.036124329247170905,-0.043574505405135966
97,2016-06-22,590.6,13.25,-0.12225059700745078,0.023674263359476644,-0.09511946229724177,0.08378488895527081
98,2016-06-23,620.8,13.75,0.049869999559186695,0.03704127168034921,-0.12225059700745078,0.023674263359476644
99,2016-06-24,656.9,14.29,0.05652283102941791,0.03852116782919568,0.049869999559186695,0.03704127168034921
100,2016-06-25,663.5,14.31,0.009997053873835426,0.0013986016265836732,0.05652283102941791,0.03852116782919568
101,2016-06-26,625.4,13.75,-0.059137408748521914,-0.03991976945577935,0.009997053873835426,0.0013986016265836732
102,2016-06-27,644.7,13.96,0.03039364729283367,0.015157273221646062,-0.059137408748521914,-0.03991976945577935
103,2016-06-28,644.9,12.22,0.00031017369975749887,-0.13312214359077723,0.03039364729283367,0.015157273221646062
104,2016-06-29,636.5,12.77,-0.013110848018870414,0.0440247163009988,0.00031017369975749887,-0.13312214359077723
105,2016-06-30,670.0,12.5,0.05129329438755015,-0.0213700257361924,-0.013110848018870414,0.0440247163009988
106,2016-07-01,674.6,12.35,0.006842210242537838,-0.012072581234269464,0.05129329438755015,-0.0213700257361924
107,2016-07-02,698.1,12.14,0.03424243634880675,-0.017150277442633755,0.006842210242537838,-0.012072581234269464
108,2016-07-03,661.6,11.78,-0.05370121526687477,-0.03010260740791182,0.03424243634880675,-0.017150277442633755
109,2016-07-04,675.2,11.42,0.02034779957226629,-0.031036973995576478,-0.05370121526687477,-0.03010260740791182
110,2016-07-05,663.7,10.53,-0.017178703129868467,-0.08113787808198003,0.02034779957226629,-0.031036973995576478
111,2016-07-06,672.7,10.55,0.01346922487968083,0.0018975337761912847,-0.017178703129868467,-0.08113787808198003
112,2016-07-07,635.3,10.14,-0.05720213675907271,-0.03963786175903827,0.01346922487968083,0.0018975337761912847
113,2016-07-08,662.8,11.31,0.04237595727992005,0.109199291964992,-0.05720213675907271,-0.03963786175903827
114,2016-07-09,651.8,10.9,-0.016735519148946665,-0.03692450089293109,0.04237595727992005,0.109199291964992
115,2016-07-10,647.1,10.95,-0.007236924340240591,0.004576667027411663,-0.016735519148946665,-0.03692450089293109
116,2016-07-11,646.7,10.51,-0.00061833361067265,-0.041012271373650044,-0.007236924340240591,0.004576667027411663
117,2016-07-12,670.6,10.55,0.03629032557958034,0.003798675033215737,-0.00061833361067265,-0.041012271373650044
118,2016-07-13,661.2,10.47,-0.014116468085259015,-0.0076118350396297,0.03629032557958034,0.003798675033215737
119,2016-07-14,657.3,11.6,-0.005915830677338363,0.10249107322987339,-0.014116468085259015,-0.0076118350396297
120,2016-07-15,664.2,11.93,0.01044277367311608,0.02805113799750547,-0.005915830677338363,0.10249107322987339
121,2016-07-16,660.7,11.72,-0.005283429906806525,-0.01775945196095785,0.01044277367311608,0.02805113799750547
122,2016-07-17,676.3,11.24,0.023336885545053754,-0.041817939683321814,-0.005283429906806525,-0.01775945196095785
123,2016-07-18,670.4,11.04,-0.00876221541302069,-0.01795380361659582,0.023336885545053754,-0.041817939683321814
124,2016-07-19,671.1,11.75,0.0010436079963209721,0.06232819974121906,-0.00876221541302069,-0.01795380361659582
125,2016-07-20,664.4,12.48,-0.010033779425054234,0.0602741223511134,0.0010436079963209721,0.06232819974121906
126,2016-07-21,664.6,12.55,0.00030097818135388366,0.005593302636511588,-0.010033779425054234,0.0602741223511134
127,2016-07-22,651.1,14.67,-0.020522115677676922,0.15608392657709746,0.00030097818135388366,0.005593302636511588
128,2016-07-23,655.2,14.25,0.006277292296043235,-0.029047685440231064,-0.020522115677676922,0.15608392657709746
129,2016-07-24,659.3,12.65,0.006238133580393601,-0.11909969154112998,0.006277292296043235,-0.029047685440231064
130,2016-07-25,654.0,13.8,-0.008071314662054796,0.08701137698962969,0.006238133580393601,-0.11909969154112998
131,2016-07-26,654.4,12.01,0.000611433831338104,-0.13892895607126698,-0.008071314662054796,0.08701137698962969
132,2016-07-27,654.5,13.03,0.00015280006141793478,0.08151475504486161,0.000611433831338104,-0.13892895607126698
133,2016-07-28,654.1,12.87,-0.0006113403827878727,-0.01235536952871863,0.00015280006141793478,0.08151475504486161
134,2016-07-29,655.4,12.9,0.001985491297546993,0.0023282897595913177,-0.0006113403827878727,-0.01235536952871863
135,2016-07-30,654.7,12.52,-0.001068620817668453,-0.029899945695674113,0.001985491297546993,0.0023282897595913177
136,2016-07-31,621.9,11.86,-0.05139780733720212,-0.054155972102372996,-0.001068620817668453,-0.029899945695674113
137,2016-08-01,607.0,11.08,-0.02425051705034509,-0.06802971225044141,-0.05139780733720212,-0.054155972102372996
138,2016-08-02,513.4,10.16,-0.1674735226224584,-0.08668323916880194,-0.02425051705034509,-0.06802971225044141
139,2016-08-03,566.4,10.16,0.09824527394246996,0.0,-0.1674735226224584,-0.08668323916880194
140,2016-08-04,576.2,10.16,0.017154280270918143,0.0,0.09824527394246996,0.0
141,2016-08-05,574.7,10.16,-0.0026066571367318048,0.0,0.017154280270918143,0.0
142,2016-08-06,586.5,10.16,0.020324502579834203,0.0,-0.0026066571367318048,0.0
143,2016-08-07,590.8,10.16,0.007304882563694548,0.0,0.020324502579834203,0.0
144,2016-08-08,589.2,10.16,-0.0027118660687497353,0.0,0.007304882563694548,0.0
145,2016-08-09,585.3,10.16,-0.006641148291300247,0.0,-0.0027118660687497353,0.0
146,2016-08-10,590.9,12.07,0.009522262054454167,0.17226459295910423,-0.006641148291300247,0.0
147,2016-08-11,587.8,11.64,-0.0052600443668122665,-0.03627559280614845,0.009522262054454167,0.17226459295910423
148,2016-08-12,587.1,11.67,-0.0011915909146766879,0.0025740039951727134,-0.0052600443668122665,-0.03627559280614845
149,2016-08-13,584.6,11.48,-0.004267310392994439,-0.016415055407044132,-0.0011915909146766879,0.0025740039951727134
150,2016-08-14,569.1,11.16,-0.026871687068067196,-0.028270433938255568,-0.004267310392994439,-0.016415055407044132
151,2016-08-15,567.0,11.09,-0.003696861881326896,-0.006292155590889248,-0.026871687068067196,-0.028270433938255568
152,2016-08-16,580.2,11.07,0.023013567959552006,-0.001805054641729864,-0.003696861881326896,-0.006292155590889248
153,2016-08-17,572.3,10.72,-0.013709542272247077,-0.03212759107788976,0.023013567959552006,-0.001805054641729864
154,2016-08-18,573.4,10.69,0.0019202240342126586,-0.0028024306057021775,-0.013709542272247077,-0.03212759107788976
155,2016-08-19,574.6,10.68,0.002090593095919857,-0.0009358915049051397,0.0019202240342126586,-0.0028024306057021775
156,2016-08-20,582.6,11.26,0.013826697980144687,0.052883789179495544,0.002090593095919857,-0.0009358915049051397
157,2016-08-21,580.7,11.13,-0.003266572147329505,-0.011612457424090561,0.013826697980144687,0.052883789179495544
158,2016-08-22,587.5,11.14,0.011641973640309722,0.000898069211684227,-0.003266572147329505,-0.011612457424090561
159,2016-08-23,583.6,10.99,-0.00666042936968303,-0.013556466083608054,0.011641973640309722,0.000898069211684227
160,2016-08-24,579.7,10.98,-0.006705088302943807,-0.0009103323341452807,-0.00666042936968303,-0.013556466083608054
161,2016-08-25,578.0,11.39,-0.0029368596733094776,0.03666034137770646,-0.006705088302943807,-0.0009103323341452807
162,2016-08-26,579.4,11.22,0.002419216662872259,-0.015037877364540542,-0.0029368596733094776,0.03666034137770646
163,2016-08-27,570.3,11.2,-0.015830547172757115,-0.0017841217935017362,0.002419216662872259,-0.015037877364540542
164,2016-08-28,575.0,10.94,0.00820750263485781,-0.023487981307213524,-0.015830547172757115,-0.0017841217935017362
165,2016-08-29,574.2,10.93,-0.0013922731103868102,-0.0009144948053880775,0.00820750263485781,-0.023487981307213524
166,2016-08-30,577.3,11.29,0.00538429437992427,0.03240607597312328,-0.0013922731103868102,-0.0009144948053880775
167,2016-08-31,573.9,11.63,-0.0059068969525712944,0.029670588369002715,0.00538429437992427,0.03240607597312328
168,2016-09-01,572.0,12.22,-0.00331617373451909,0.049485987212876115,-0.0059068969525712944,0.029670588369002715
169,2016-09-02,575.3,12.13,0.005752652489450227,-0.007392230787490295,-0.00331617373451909,0.049485987212876115
170,2016-09-03,598.8,12.01,0.04003600867622481,-0.009942086864066724,0.005752652489450227,-0.007392230787490295
171,2016-09-04,609.5,11.73,0.017711296375853003,-0.02358997342650815,0.04003600867622481,-0.009942086864066724
172,2016-09-05,605.8,11.85,-0.006089050328188961,0.010178204915756162,0.017711296375853003,-0.02358997342650815
173,2016-09-06,610.4,11.73,0.007564581377110358,-0.010178204915756162,-0.006089050328188961,0.010178204915756162
174,2016-09-07,613.2,11.64,0.004576667027412107,-0.007702220362092227,0.007564581377110358,-0.010178204915756162
175,2016-09-08,625.6,11.45,0.020020042233442226,-0.01645771230304316,0.004576667027412107,-0.007702220362092227
176,2016-09-09,623.2,11.68,-0.003843694674563025,0.019888247399832526,0.020020042233442226,-0.01645771230304316
177,2016-09-10,624.5,12.13,0.002083835009093704,0.03780374555587773,-0.003843694674563025,0.019888247399832526
178,2016-09-11,605.6,11.68,-0.03073162744239344,-0.03780374555587773,0.002083835009093704,0.03780374555587773
179,2016-09-12,608.0,12.0,0.00395517984292848,0.027028672387919173,-0.03073162744239344,-0.03780374555587773
180,2016-09-13,608.6,12.01,0.0009863554967033394,0.0008329863038918361,0.00395517984292848,0.027028672387919173
181,2016-09-14,609.5,11.94,0.001477711458455211,-0.005845528127436328,0.0009863554967033394,0.0008329863038918361
182,2016-09-15,608.1,12.01,-0.002299606795261866,0.005845528127436328,0.001477711458455211,-0.005845528127436328
183,2016-09-16,607.8,12.68,-0.0004934616433711625,0.05428631291718755,-0.002299606795261866,0.005845528127436328
184,2016-09-17,607.1,12.8,-0.0011523583463040055,0.009419221916491693,-0.0004934616433711625,0.05428631291718755
185,2016-09-18,610.7,12.32,0.005912318092700097,-0.038221212820197525,-0.0011523583463040055,0.009419221916491693
186,2016-09-19,609.8,12.9,-0.0014748056749347427,0.04600335326225258,0.005912318092700097,-0.038221212820197525
187,2016-09-20,609.2,14.45,-0.0009844135331471549,0.11346710319081454,-0.0014748056749347427,0.04600335326225258
188,2016-09-21,597.2,13.74,-0.019894555355971733,-0.05038312776423792,-0.0009844135331471549,0.11346710319081454
189,2016-09-22,595.6,13.17,-0.0026827648551810412,-0.042369771039013404,-0.019894555355971733,-0.05038312776423792
190,2016-09-23,602.9,13.36,0.012182044685505211,0.014323652353310123,-0.0026827648551810412,-0.042369771039013404
191,2016-09-24,602.6,12.86,-0.0004977187991581644,-0.03814344929902669,0.012182044685505211,0.014323652353310123
192,2016-09-25,601.5,13.05,-0.0018270912814672968,0.014666414959229268,-0.0004977187991581644,-0.03814344929902669
193,2016-09-26,606.5,12.9,0.008278192969370934,-0.01156082240107592,-0.0018270912814672968,0.014666414959229268
194,2016-09-27,605.5,13.08,-0.0016501653909575253,0.01385703466142596,0.008278192969370934,-0.01156082240107592
195,2016-09-28,604.7,13.25,-0.0013220957139798983,0.012913206403178723,-0.0016501653909575253,0.01385703466142596
196,2016-09-29,604.7,13.1,0.0,-0.01138532222512545,-0.0013220957139798983,0.012913206403178723
197,2016-09-30,608.1,13.3,0.005606874846896481,0.015151805020602538,0.0,-0.01138532222512545
198,2016-10-01,613.4,13.18,0.00867790955408676,-0.009063506153347056,0.005606874846896481,0.015151805020602538
199,2016-10-02,610.7,13.16,-0.004411411451061831,-0.0015186031771898811,0.00867790955408676,-0.009063506153347056
200,2016-10-03,611.6,13.44,0.0014726338258181926,0.021053409197832273,-0.004411411451061831,-0.0015186031771898811
201,2016-10-04,609.0,13.33,-0.004260206345009898,-0.008218200904386297,0.0014726338258181926,0.021053409197832273
202,2016-10-05,611.8,13.11,0.004587164006905731,-0.016641836415008715,-0.004260206345009898,-0.008218200904386297
203,2016-10-06,611.0,12.84,-0.0013084725452072732,-0.020809999513793365,0.004587164006905731,-0.016641836415008715
204,2016-10-07,616.0,12.69,0.008150004361923813,-0.011751016535519021,-0.0013084725452072732,-0.020809999513793365
205,2016-10-08,617.7,12.26,0.002755939168333832,-0.034472351218231,0.008150004361923813,-0.011751016535519021
206,2016-10-09,615.8,12.01,-0.0030806672114529476,-0.020602294416173006,0.002755939168333832,-0.034472351218231
207,2016-10-10,617.3,11.73,0.002432893909450229,-0.02358997342650815,-0.0030806672114529476,-0.020602294416173006
208,2016-10-11,640.5,11.78,0.036893991936937987,0.004253515558056531,0.002432893909450229,-0.02358997342650815
209,2016-10-12,636.0,11.72,-0.007050557996666207,-0.005106394074573917,0.036893991936937987,0.004253515558056531
210,2016-10-13,635.6,12.07,-0.0006291286775610416,0.029426250960573608,-0.007050557996666207,-0.005106394074573917
211,2016-10-14,637.9,11.93,0.0036120965853481124,-0.011666798999615757,-0.0006291286775610416,0.029426250960573608
212,2016-10-15,637.0,12.01,-0.001411875675746188,0.006683399982067684,0.0036120965853481124,-0.011666798999615757
213,2016-10-16,640.1,11.98,0.004854758575794982,-0.0025010434045888985,-0.001411875675746188,0.006683399982067684
214,2016-10-17,637.4,12.0,-0.004227012164721877,0.0016680571006970624,0.004854758575794982,-0.0025010434045888985
215,2016-10-18,635.3,12.54,-0.0033000737107489186,0.044016885416774176,-0.004227012164721877,0.0016680571006970624
216,2016-10-19,629.1,11.99,-0.009807101696503118,-0.04485056616535177,-0.0033000737107489186,0.044016885416774176
217,2016-10-20,628.3,12.09,-0.001272467167082958,0.00830569558727845,-0.009807101696503118,-0.04485056616535177
218,2016-10-21,630.5,12.16,0.0034953959960732917,0.005773211911319631,-0.001272467167082958,0.00830569558727845
219,2016-10-22,655.5,12.29,0.03888514779877994,0.010634047039922656,0.0034953959960732917,0.005773211911319631
220,2016-10-23,653.0,12.07,-0.003821173927323507,-0.018062888468503235,0.03888514779877994,0.010634047039922656
221,2016-10-24,650.5,11.99,-0.0038358313238706643,-0.006650066070017502,-0.003821173927323507,-0.018062888468503235
222,2016-10-25,651.0,11.36,0.0007683442560084686,-0.05397455574641752,-0.0038358313238706643,-0.006650066070017502
223,2016-10-26,674.7,11.5,0.03575850542481085,0.012248622076199034,0.0007683442560084686,-0.05397455574641752
224,2016-10-27,682.3,11.57,0.011201296187998366,0.006068505836380744,0.03575850542481085,0.012248622076199034
225,2016-10-28,686.2,11.15,0.00569968660297171,-0.03697604329945703,0.011201296187998366,0.006068505836380744
226,2016-10-29,715.0,10.38,0.0411134122696577,-0.07155862016838554,0.00569968660297171,-0.03697604329945703
227,2016-10-30,697.3,11.28,-0.025066808467042456,0.08315036833217038,0.0411134122696577,-0.07155862016838554
228,2016-10-31,698.7,10.96,0.0020057313314403302,-0.028778964550043362,-0.025066808467042456,0.08315036833217038
229,2016-11-01,726.8,10.81,0.039429870963610725,-0.013780649868752715,0.0020057313314403302,-0.028778964550043362
230,2016-11-02,733.5,10.86,0.009176261061019986,0.0046146828546724805,0.039429870963610725,-0.013780649868752715
231,2016-11-03,684.9,10.86,-0.06855475537917677,0.0,0.009176261061019986,0.0046146828546724805
232,2016-11-04,702.1,11.21,0.02480300181934414,0.03171992257827938,-0.06855475537917677,0.0
233,2016-11-05,702.1,11.17,0.0,-0.0035746240029594922,0.02480300181934414,0.03171992257827938
234,2016-11-06,709.9,10.91,0.011048271022136902,-0.02355181323612987,0.0,-0.0035746240029594922
235,2016-11-07,705.4,10.88,-0.006359097243389122,-0.0027535584171825,0.011048271022136902,-0.02355181323612987
236,2016-11-08,710.9,10.92,0.007766755133486569,0.0036697288889624424,-0.006359097243389122,-0.0027535584171825
237,2016-11-09,721.4,10.72,0.014661995534000383,-0.018484814674103234,0.007766755133486569,0.0036697288889624424
238,2016-11-10,714.6,10.54,-0.009470822880128793,-0.016933612529439923,0.014661995534000383,-0.018484814674103234
239,2016-11-11,715.0,10.27,0.0005595971046981063,-0.025950519172749154,-0.009470822880128793,-0.016933612529439923
240,2016-11-12,704.3,10.01,-0.015078140942643259,-0.02564243061333782,0.0005595971046981063,-0.025950519172749154
241,2016-11-13,702.0,10.08,-0.003270997725553393,0.006968669316093301,-0.015078140942643259,-0.02564243061333782
242,2016-11-14,704.6,10.0,0.003696861881326896,-0.00796816964917646,-0.003270997725553393,0.006968669316093301
243,2016-11-15,711.1,10.27,0.009182800982334705,0.026641930946420977,0.003696861881326896,-0.00796816964917646
244,2016-11-16,740.3,10.02,0.040242442559580205,-0.024643928283748284,0.009182800982334705,0.026641930946420977
245,2016-11-17,737.5,9.99,-0.003789421235077306,-0.00299850299625648,0.040242442559580205,-0.024643928283748284
246,2016-11-18,747.0,9.52,0.012799096918842068,-0.048189743857188105,-0.003789421235077306,-0.00299850299625648
247,2016-11-19,747.9,9.73,0.001204094064804373,0.02181904739463958,0.012799096918842068,-0.048189743857188105
248,2016-11-20,728.5,9.57,-0.02628165356236245,-0.016580690733050574,0.001204094064804373,0.02181904739463958
249,2016-11-21,736.2,9.61,0.010514195309661467,0.004171017517338171,-0.02628165356236245,-0.016580690733050574
250,2016-11-22,749.3,9.84,0.017637616425344227,0.023651488081960714,0.010514195309661467,0.004171017517338171
251,2016-11-23,741.1,9.69,-0.011003868412951867,-0.01536128516148727,0.017637616425344227,0.023651488081960714
